,crop,p,c1,c2,fertilizer subsidy (%),land area (ha),yield (kg/ha),production (kg),Nfert (kg/ha)
4155,sorghum,30,40,10,10.0,380476.43,12.82,4877804.66,0.0
4156,sorghum,30,0,-20,-20.0,21001.57,232.26,4877804.66,0.0
4157,sorghum,-30,50,-10,-10.0,0.0,4865424100.0,4865424.11,1.0
4158,sorghum,50,0,-10,-10.0,1514464.71,331.52,502068630.58,2.29
4159,sorghum,-40,30,40,40.0,0.0,4865424100.0,4865424.11,1.0
4160,sorghum,-20,-40,40,40.0,480076.35,1498.71,719493812.78,72.75
4161,sorghum,50,40,30,30.0,0.0,4865424100.0,4865424.11,1.0
4162,sorghum,-20,-30,40,40.0,497203.32,1453.99,722927221.76,71.07
4163,sorghum,50,0,0,0.0,1514464.71,327.68,496263261.47,2.17
4164,sorghum,0,-10,30,30.0,473564.9,1527.99,723601530.73,78.64
4165,sorghum,40,-20,0,0.0,393918.48,1781.58,701797310.95,85.03
4166,sorghum,-10,20,-30,-30.0,380848.94,12.81,4877804.66,0.0
4167,sorghum,30,-20,-30,-30.0,417924.8,1679.65,701968952.25,75.84
4168,sorghum,50,40,20,20.0,0.0,4865424100.0,4865424.11,1.0
4169,sorghum,40,40,-30,-30.0,0.0,4865424100.0,4865424.11,1.0
4170,sorghum,-30,-30,-10,-10.0,1466364.25,343.06,503057523.49,2.39
4171,sorghum,-10,30,20,20.0,380750.63,12.81,4877804.66,0.0
4172,sorghum,-30,-30,-40,-40.0,433805.94,1584.35,687299136.91,59.15
4173,sorghum,-20,30,30,30.0,380729.0,12.81,4877804.66,0.0
4174,sorghum,30,40,-40,-40.0,380476.43,12.82,4877804.66,0.0
4175,sorghum,50,30,40,40.0,0.0,4865424100.0,4865424.11,1.0
4176,sorghum,-30,20,-10,-10.0,380823.56,12.81,4877804.66,0.0
4177,sorghum,-20,-40,0,0.0,466967.35,1515.66,707764444.33,66.34
4178,sorghum,20,50,-10,-10.0,0.0,761976997.5,761977.0,1.0
4179,sorghum,40,0,50,50.0,405708.01,1796.74,728951326.15,118.61
4180,sorghum,10,-10,-20,-20.0,17386.52,280.55,4877804.66,0.0
4181,sorghum,50,-30,30,30.0,641939.45,1198.39,769295874.82,76.49
4182,sorghum,30,10,40,40.0,294477.67,97.64,28753870.94,0.0
4183,sorghum,40,10,30,30.0,248161.71,115.4,28637127.83,0.0
4184,sorghum,10,-20,40,40.0,491767.75,1487.82,731663665.69,80.95
4185,sorghum,-20,20,10,10.0,380836.25,12.81,4877804.66,0.0
4186,sorghum,30,-30,40,40.0,475351.68,1544.5,734180490.18,89.64
4187,sorghum,10,-10,-30,-30.0,1086222.43,282.03,306351111.65,0.3
4188,sorghum,20,-40,-20,-20.0,531031.95,1366.84,725835349.5,65.25
4189,sorghum,10,-10,20,20.0,17386.52,280.55,4877804.66,0.0
4190,sorghum,40,-40,0,0.0,646553.38,1173.95,759022710.9,67.02
4191,sorghum,20,-30,40,40.0,480116.75,1522.79,731115242.56,84.33
4192,sorghum,-30,30,30,30.0,380707.38,12.81,4877804.66,0.0
4193,sorghum,0,10,-40,-40.0,416867.45,68.61,28603156.22,0.0
4194,sorghum,10,0,30,30.0,462488.55,1570.19,726195478.89,85.26
4195,sorghum,30,40,30,30.0,380476.43,12.82,4877804.66,0.0
4196,sorghum,-10,-10,-10,-10.0,1375445.58,233.47,321130785.01,0.3
4197,sorghum,-20,40,-40,-40.0,380110.66,12.83,4877804.66,0.0
4198,sorghum,0,-10,20,20.0,467556.88,1540.92,720467726.47,77.46
4199,sorghum,-10,-30,-40,-40.0,441848.06,1561.98,690159504.66,59.28
4200,sorghum,40,20,30,30.0,0.0,4865424100.0,4865424.11,1.0
4201,sorghum,20,20,0,0.0,380887.0,12.81,4877804.66,0.0
4202,sorghum,50,20,-40,-40.0,0.0,4865424100.0,4865424.11,1.0
4203,sorghum,-20,-10,-10,-10.0,23011.56,211.97,4877804.66,0.0
4204,sorghum,-10,40,10,10.0,380183.81,12.83,4877804.66,0.0
4205,sorghum,10,10,-40,-40.0,406568.75,74.67,30357981.56,0.0
4206,sorghum,-10,50,20,20.0,0.0,761976997.5,761977.0,1.0
4207,sorghum,-30,-10,-20,-20.0,25057.04,194.67,4877804.66,0.0
4208,sorghum,10,30,20,20.0,380793.88,12.81,4877804.66,0.0
4209,sorghum,0,-40,50,50.0,496236.51,1467.59,728274218.73,76.2
4210,sorghum,40,20,50,50.0,0.0,4865424100.0,4865424.11,1.0
4211,sorghum,10,20,0,0.0,380874.31,12.81,4877804.66,0.0
4212,sorghum,-40,-20,30,30.0,19453.26,250.74,4877804.66,0.0
4213,sorghum,-40,-10,-40,-40.0,26591.14,183.44,4877804.66,0.0
4214,sorghum,20,-20,40,40.0,478142.8,1531.44,732247272.2,86.31
4215,sorghum,30,-10,30,30.0,443652.55,1642.46,728679354.24,96.24
4216,sorghum,30,20,-20,-20.0,380899.69,12.81,4877804.66,0.0
4217,sorghum,-20,40,-30,-30.0,380110.66,12.83,4877804.66,0.0
4218,sorghum,-40,50,-20,-20.0,0.0,761976997.5,761977.0,1.0
4219,sorghum,30,40,20,20.0,380476.43,12.82,4877804.66,0.0
4220,sorghum,50,40,0,0.0,0.0,4865424100.0,4865424.11,1.0
4221,sorghum,-40,10,30,30.0,0.0,4865424100.0,4865424.11,1.0
4222,sorghum,50,-10,-10,-10.0,362230.64,1935.92,701249695.07,100.79
4223,sorghum,30,50,40,40.0,0.0,761976997.5,761977.0,1.0
4224,sorghum,-10,30,-20,-20.0,380750.63,12.81,4877804.66,0.0
4225,sorghum,30,30,20,20.0,380837.13,12.81,4877804.66,0.0
4226,sorghum,20,-40,50,50.0,3884.91,1255.58,4877804.66,0.0
4227,sorghum,-10,-10,30,30.0,482190.73,1498.4,722515965.68,74.91
4228,sorghum,30,0,20,20.0,419891.36,1719.06,721820453.86,98.41
4229,sorghum,-20,10,50,50.0,392791.99,56.42,22159881.59,0.0
4230,sorghum,-10,50,50,50.0,0.0,761976997.5,761977.0,1.0
4231,sorghum,50,-20,-30,-30.0,487702.72,1522.19,742377747.16,94.9
4232,sorghum,40,10,40,40.0,248161.75,115.4,28637126.57,0.0
4233,sorghum,50,20,-10,-10.0,0.0,4865424100.0,4865424.11,1.0
4234,sorghum,-30,0,50,50.0,492139.66,1467.56,722244661.53,71.84
4235,sorghum,-10,-10,-40,-40.0,1517443.81,234.74,356208518.95,0.44
4236,sorghum,50,-40,20,20.0,651173.24,1184.31,771190482.4,76.11
4237,sorghum,50,-10,10,10.0,355853.25,1961.13,697875259.43,99.66
4238,sorghum,0,20,30,30.0,380861.62,12.81,4877804.66,0.0
4239,sorghum,30,10,30,30.0,294477.72,97.64,28753879.82,0.0
4240,sorghum,-30,40,-40,-40.0,380037.51,12.84,4877804.66,0.0
4241,sorghum,-10,20,10,10.0,380848.94,12.81,4877804.66,0.0
4242,sorghum,50,10,20,20.0,220109.66,133.62,29410538.6,0.0
4243,sorghum,40,-30,10,10.0,474245.86,1536.64,728742944.66,83.8
4244,sorghum,50,30,20,20.0,0.0,4865424100.0,4865424.11,1.0
4245,sorghum,50,10,50,50.0,220109.71,133.62,29410524.67,0.0
4246,sorghum,30,10,20,20.0,294477.69,97.64,28753882.26,0.0
4247,sorghum,-10,-10,20,20.0,476875.12,1509.44,719816183.52,73.97
4248,sorghum,40,-30,-20,-20.0,635277.24,1187.52,754405989.14,65.67
4249,sorghum,-40,20,50,50.0,0.0,4865424100.0,4865424.11,1.0
4250,sorghum,20,10,30,30.0,362348.69,84.62,30663576.01,0.0
4251,sorghum,0,20,0,0.0,380861.62,12.81,4877804.66,0.0
4252,sorghum,10,50,30,30.0,0.0,761976997.5,761977.0,1.0
4253,sorghum,40,10,-20,-20.0,248161.46,115.4,28637125.65,0.0
4254,sorghum,20,30,-10,-10.0,380815.5,12.81,4877804.66,0.0
4255,sorghum,20,20,50,50.0,380887.0,12.81,4877804.66,0.0
4256,sorghum,-30,50,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4257,sorghum,20,20,-40,-40.0,380887.0,12.81,4877804.66,0.0
4258,sorghum,40,10,-10,-10.0,248161.51,115.4,28637126.33,0.0
4259,sorghum,30,30,-30,-30.0,380837.13,12.81,4877804.66,0.0
4260,sorghum,40,-30,20,20.0,474582.86,1543.27,732408222.93,87.84
4261,sorghum,0,-20,-40,-40.0,1488307.06,372.3,554098946.95,3.79
4262,sorghum,-30,10,-10,-10.0,395987.35,51.81,20516469.27,0.0
4263,sorghum,10,0,-30,-30.0,27463.59,177.61,4877804.66,0.0
4264,sorghum,-20,-30,-30,-30.0,1431983.37,381.14,545788620.41,3.66
4265,sorghum,-30,-20,10,10.0,18330.95,266.1,4877804.66,0.0
4266,sorghum,20,40,50,50.0,380403.27,12.82,4877804.66,0.0
4267,sorghum,20,20,30,30.0,380887.0,12.81,4877804.66,0.0
4268,sorghum,50,-20,40,40.0,431640.49,1705.67,736234362.35,114.43
4269,sorghum,10,10,-20,-20.0,406568.84,74.67,30357979.24,0.0
4270,sorghum,-30,-10,40,40.0,0.0,4865424100.0,4865424.11,1.0
4271,sorghum,50,0,-40,-40.0,1514464.71,347.26,525917835.79,2.88
4272,sorghum,-40,0,40,40.0,485476.08,1477.65,717365194.04,69.42
4273,sorghum,-30,-10,20,20.0,490771.15,1463.44,718215706.22,68.76
4274,sorghum,-40,-20,10,10.0,486427.85,1465.33,712776177.19,65.46
4275,sorghum,10,-30,10,10.0,466264.47,1536.92,716608858.93,74.16
4276,sorghum,-20,20,50,50.0,380836.25,12.81,4877804.66,0.0
4277,sorghum,50,40,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4278,sorghum,20,-30,-30,-30.0,466497.89,1519.21,708707788.57,67.22
4279,sorghum,50,0,30,30.0,1514464.71,318.36,482145384.41,1.88
4280,sorghum,40,10,0,0.0,248161.58,115.4,28637129.09,0.0
4281,sorghum,50,40,-40,-40.0,0.0,4865424100.0,4865424.11,1.0
4282,sorghum,-40,-30,-40,-40.0,438392.83,1571.07,688745311.76,59.09
4283,sorghum,40,20,-10,-10.0,0.0,4865424100.0,4865424.11,1.0
4284,sorghum,0,10,-20,-20.0,416867.49,68.61,28603152.44,0.0
4285,sorghum,-20,-30,50,50.0,503197.45,1441.48,725348189.18,71.58
4286,sorghum,10,40,10,10.0,380330.12,12.83,4877804.66,0.0
4287,sorghum,-40,40,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4288,sorghum,-20,10,-20,-20.0,392792.01,56.42,22159887.81,0.0
4289,sorghum,50,10,-20,-20.0,220109.5,133.62,29410545.12,0.0
4290,sorghum,-30,30,-40,-40.0,380707.38,12.81,4877804.66,0.0
4291,sorghum,-30,50,50,50.0,0.0,761976997.5,761977.0,1.0
4292,sorghum,-30,-40,-10,-10.0,459195.09,1530.48,702787311.97,64.39
4293,sorghum,-30,40,40,40.0,380037.51,12.84,4877804.66,0.0
4294,sorghum,-10,0,30,30.0,33117.86,147.29,4877804.66,0.0
4295,sorghum,50,30,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4296,sorghum,-10,0,-20,-20.0,33117.86,147.29,4877804.66,0.0
4297,sorghum,-30,-40,40,40.0,481413.42,1491.76,718154516.12,71.19
4298,sorghum,30,30,-10,-10.0,380837.13,12.81,4877804.66,0.0
4299,sorghum,-10,30,-30,-30.0,380750.63,12.81,4877804.66,0.0
4300,sorghum,50,-40,50,50.0,783655.92,1007.71,789696369.66,66.45
4301,sorghum,30,-30,-40,-40.0,529811.67,1383.38,732929693.42,71.27
4302,sorghum,-40,-10,30,30.0,26591.14,183.44,4877804.66,0.0
4303,sorghum,-20,-20,20,20.0,16834.55,289.75,4877804.66,0.0
4304,sorghum,-30,0,30,30.0,39579.88,123.24,4877804.66,0.0
4305,sorghum,0,0,-40,-40.0,29886.85,163.21,4877804.66,0.0
4306,sorghum,50,-40,10,10.0,577385.22,1314.8,759143489.99,83.25
4307,sorghum,20,50,-20,-20.0,0.0,761976997.5,761977.0,1.0
4308,sorghum,20,40,20,20.0,380403.27,12.82,4877804.66,0.0
4309,sorghum,10,20,10,10.0,380874.31,12.81,4877804.66,0.0
4310,sorghum,-20,-10,-20,-20.0,23011.56,211.97,4877804.66,0.0
4311,sorghum,0,-30,-40,-40.0,443688.1,1561.61,692869402.02,60.77
4312,sorghum,50,0,10,10.0,1514464.71,324.27,491088593.8,2.06
4313,sorghum,-40,-40,10,10.0,458809.49,1539.5,706335078.07,67.31
4314,sorghum,40,-20,20,20.0,412335.53,1741.34,718014916.32,96.95
4315,sorghum,-10,-10,10,10.0,470637.19,1522.38,716488689.37,72.76
4316,sorghum,-30,-40,10,10.0,463316.5,1530.09,708917023.81,68.24
4317,sorghum,-40,-30,20,20.0,487731.29,1463.79,713935202.89,66.05
4318,sorghum,-40,0,-10,-10.0,42003.14,116.13,4877804.66,0.0
4319,sorghum,30,0,-30,-30.0,21001.57,232.26,4877804.66,0.0
4320,sorghum,-20,-10,30,30.0,23011.56,211.97,4877804.66,0.0
4321,sorghum,0,-20,0,0.0,453449.48,1564.51,709425334.03,71.45
4322,sorghum,-30,40,50,50.0,380037.51,12.84,4877804.66,0.0
4323,sorghum,-40,40,-30,-30.0,0.0,4865424100.0,4865424.11,1.0
4324,sorghum,0,0,0,0.0,442085.81,1607.9,710829441.65,76.31
4325,sorghum,-20,30,40,40.0,380729.0,12.81,4877804.66,0.0
4326,sorghum,20,30,30,30.0,380815.5,12.81,4877804.66,0.0
4327,sorghum,-40,30,-10,-10.0,0.0,4865424100.0,4865424.11,1.0
4328,sorghum,0,-30,30,30.0,473989.12,1522.03,721425283.8,76.36
4329,sorghum,20,-30,-10,-10.0,450645.66,1570.55,707761082.58,70.8
4330,sorghum,-10,20,50,50.0,380848.94,12.81,4877804.66,0.0
4331,sorghum,-30,-20,-40,-40.0,18330.95,266.1,4877804.66,0.0
4332,sorghum,0,50,-40,-40.0,0.0,761976997.5,761977.0,1.0
4333,sorghum,10,40,30,30.0,380330.12,12.83,4877804.66,0.0
4334,sorghum,30,50,-30,-30.0,0.0,4865424100.0,4865424.11,1.0
4335,sorghum,-20,-40,10,10.0,469512.45,1514.21,710941030.35,68.26
4336,sorghum,10,-10,40,40.0,0.0,4865424100.0,4865424.11,1.0
4337,sorghum,-10,10,20,20.0,391315.83,61.92,24230419.83,0.0
4338,sorghum,-30,50,-30,-30.0,0.0,4865424100.0,4865424.11,1.0
4339,sorghum,-20,0,-30,-30.0,36348.87,134.19,4877804.66,0.0
4340,sorghum,-20,50,-10,-10.0,0.0,761976997.5,761977.0,1.0
4341,sorghum,-40,20,-30,-30.0,0.0,4865424100.0,4865424.11,1.0
4342,sorghum,-40,-30,-30,-30.0,448279.57,1548.94,694357657.48,60.76
4343,sorghum,0,0,-10,-10.0,29886.85,163.21,4877804.66,0.0
4344,sorghum,10,20,-10,-10.0,380874.31,12.81,4877804.66,0.0
4345,sorghum,10,20,20,20.0,380874.31,12.81,4877804.66,0.0
4346,sorghum,40,30,40,40.0,0.0,4865424100.0,4865424.11,1.0
4347,sorghum,30,-40,-30,-30.0,638424.09,1177.53,751762431.77,63.2
4348,sorghum,20,-20,-10,-10.0,215081.08,2897.07,623105996.14,92.78
4349,sorghum,-20,-10,40,40.0,0.0,4865424100.0,4865424.11,1.0
4350,sorghum,-30,-20,-20,-20.0,18330.95,266.1,4877804.66,0.0
4351,sorghum,20,-40,20,20.0,496936.1,1465.49,728252456.01,75.97
4352,sorghum,20,-40,40,40.0,3872.58,1259.58,4877804.66,0.0
4353,sorghum,40,-30,-30,-30.0,654696.84,1113.41,728943742.67,47.54
4354,sorghum,10,-10,-40,-40.0,17386.52,280.55,4877804.66,0.0
4355,sorghum,50,-40,-20,-20.0,345059.2,2065.97,712881529.7,136.89
4356,sorghum,10,-20,10,10.0,464972.4,1544.75,718265299.86,76.13
4357,sorghum,-20,50,40,40.0,0.0,4865424100.0,4865424.11,1.0
4358,sorghum,30,0,30,30.0,427564.05,1698.93,726401396.04,101.02
4359,sorghum,50,10,10,10.0,220109.62,133.62,29410539.55,0.0
4360,sorghum,40,50,-20,-20.0,0.0,761976997.5,761977.0,1.0
4361,sorghum,20,-20,-30,-30.0,417002.93,1660.55,692452449.22,67.5
4362,sorghum,-10,-20,20,20.0,482483.62,1491.83,719784362.4,72.33
4363,sorghum,-40,0,50,50.0,488461.65,1471.54,718792076.32,69.84
4364,sorghum,-40,-40,-10,-10.0,443408.45,1575.17,698443015.75,65.04
4365,sorghum,0,50,40,40.0,0.0,761976997.5,761977.0,1.0
4366,sorghum,50,20,0,0.0,0.0,4865424100.0,4865424.11,1.0
4367,sorghum,50,-20,10,10.0,420933.1,1710.27,719909887.71,95.25
4368,sorghum,-40,10,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4369,sorghum,10,-40,0,0.0,491079.44,1463.24,718569286.03,68.97
4370,sorghum,-10,20,30,30.0,380848.94,12.81,4877804.66,0.0
4371,sorghum,20,40,-20,-20.0,380403.27,12.82,4877804.66,0.0
4372,sorghum,-30,0,40,40.0,488974.94,1473.98,720740453.33,71.38
4373,sorghum,40,-20,-30,-30.0,439733.42,1635.67,719259183.92,86.14
4374,sorghum,0,30,50,50.0,380772.25,12.81,4877804.66,0.0
4375,sorghum,-10,40,50,50.0,380183.81,12.83,4877804.66,0.0
4376,sorghum,40,-40,20,20.0,667145.49,1145.74,764372964.56,67.25
4377,sorghum,-20,0,30,30.0,36348.87,134.19,4877804.66,0.0
4378,sorghum,-20,20,-20,-20.0,380836.25,12.81,4877804.66,0.0
4379,sorghum,-10,10,-10,-10.0,391315.83,61.92,24230423.74,0.0
4380,sorghum,50,-30,40,40.0,602318.31,1271.33,765747796.84,83.04
4381,sorghum,-10,20,-20,-20.0,380848.94,12.81,4877804.66,0.0
4382,sorghum,50,-20,-20,-20.0,601531.0,1259.92,757879307.78,75.65
4383,sorghum,30,0,0,0.0,21001.57,232.26,4877804.66,0.0
4384,sorghum,50,10,-40,-40.0,220109.42,133.62,29410548.54,0.0
4385,sorghum,50,-40,40,40.0,805743.37,981.68,790980348.12,64.1
4386,sorghum,-30,-40,0,0.0,460857.36,1531.64,705867739.12,66.39
4387,sorghum,40,40,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4388,sorghum,40,30,30,30.0,0.0,4865424100.0,4865424.11,1.0
4389,sorghum,0,40,20,20.0,380256.97,12.83,4877804.66,0.0
4390,sorghum,30,-30,-30,-30.0,499594.21,1450.86,724843402.51,72.1
4391,sorghum,30,0,-40,-40.0,21001.57,232.26,4877804.66,0.0
4392,sorghum,0,50,-30,-30.0,0.0,761976997.5,761977.0,1.0
4393,sorghum,0,40,0,0.0,380256.97,12.83,4877804.66,0.0
4394,sorghum,0,-20,-10,-10.0,440450.06,1593.22,701734658.68,68.54
4395,sorghum,50,30,30,30.0,0.0,4865424100.0,4865424.11,1.0
4396,sorghum,-20,40,-10,-10.0,380110.66,12.83,4877804.66,0.0
4397,sorghum,0,40,-10,-10.0,380256.97,12.83,4877804.66,0.0
4398,sorghum,-40,-20,0,0.0,19453.26,250.74,4877804.66,0.0
4399,sorghum,30,20,-30,-30.0,380899.69,12.81,4877804.66,0.0
4400,sorghum,20,40,30,30.0,380403.27,12.82,4877804.66,0.0
4401,sorghum,20,50,50,50.0,0.0,4865424100.0,4865424.11,1.0
4402,sorghum,-30,-10,-40,-40.0,25057.04,194.67,4877804.66,0.0
4403,sorghum,40,0,20,20.0,0.0,4865424100.0,4865424.11,1.0
4404,sorghum,50,50,50,50.0,0.0,761976997.5,761977.0,1.0
4405,sorghum,40,-20,-20,-20.0,424813.29,1676.76,712310187.0,84.16
4406,sorghum,20,-20,-20,-20.0,414695.94,1669.46,692319366.37,68.07
4407,sorghum,10,40,-30,-30.0,380330.12,12.83,4877804.66,0.0
4408,sorghum,-30,50,40,40.0,0.0,761976997.5,761977.0,1.0
4409,sorghum,-10,50,10,10.0,0.0,761976997.5,761977.0,1.0
4410,sorghum,-40,30,0,0.0,0.0,4865424100.0,4865424.11,1.0
4411,sorghum,50,20,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4412,sorghum,30,-10,20,20.0,434257.96,1665.59,723297635.39,93.45
4413,sorghum,40,50,30,30.0,0.0,761976997.5,761977.0,1.0
4414,sorghum,20,-10,40,40.0,0.0,4865424100.0,4865424.11,1.0
4415,sorghum,-20,50,-30,-30.0,0.0,761976997.5,761977.0,1.0
4416,sorghum,-20,0,-20,-20.0,36348.87,134.19,4877804.66,0.0
4417,sorghum,-30,-10,-10,-10.0,474319.15,1495.69,709434426.22,65.81
4418,sorghum,-30,0,0,0.0,39579.88,123.24,4877804.66,0.0
4419,sorghum,-30,-20,30,30.0,18330.95,266.1,4877804.66,0.0
4420,sorghum,10,-20,-30,-30.0,422182.59,1631.3,688706431.38,63.06
4421,sorghum,20,20,40,40.0,380887.0,12.81,4877804.66,0.0
4422,sorghum,30,50,10,10.0,0.0,4865424100.0,4865424.11,1.0
4423,sorghum,0,40,50,50.0,380256.97,12.83,4877804.66,0.0
4424,sorghum,-40,10,10,10.0,0.0,4865424100.0,4865424.11,1.0
4425,sorghum,40,-10,0,0.0,350450.62,1951.63,683949892.59,84.17
4426,sorghum,-20,-20,-10,-10.0,16834.55,289.75,4877804.66,0.0
4427,sorghum,-10,-10,0,0.0,463178.62,1537.82,712286688.46,71.16
4428,sorghum,-40,40,-10,-10.0,0.0,4865424100.0,4865424.11,1.0
4429,sorghum,20,-10,20,20.0,452691.6,1598.77,723750005.08,86.21
4430,sorghum,0,10,-30,-30.0,416867.47,68.61,28603154.37,0.0
4431,sorghum,0,10,40,40.0,416867.6,68.61,28603140.97,0.0
4432,sorghum,-20,40,40,40.0,380110.66,12.83,4877804.66,0.0
4433,sorghum,20,-40,10,10.0,504507.48,1440.83,726907052.61,72.6
4434,sorghum,0,-40,-30,-30.0,472357.58,1490.11,703866085.33,62.05
4435,sorghum,40,0,-30,-30.0,0.0,12390890000.0,12390891.55,323049544.83
4436,sorghum,-30,40,30,30.0,380037.51,12.84,4877804.66,0.0
4437,sorghum,10,-40,40,40.0,508197.03,1440.7,732160329.37,76.4
4438,sorghum,40,40,40,40.0,0.0,4865424100.0,4865424.11,1.0
4439,sorghum,30,20,30,30.0,380899.69,12.81,4877804.66,0.0
4440,sorghum,30,-40,0,0.0,558819.11,1322.75,739179140.95,69.57
4441,sorghum,-10,20,20,20.0,380848.94,12.81,4877804.66,0.0
4442,sorghum,30,-30,0,0.0,462146.72,1553.14,717778932.1,76.56
4443,sorghum,-20,-40,-20,-20.0,464285.93,1511.04,701555962.98,62.23
4444,sorghum,-10,30,-40,-40.0,380750.63,12.81,4877804.66,0.0
4445,sorghum,-10,-40,30,30.0,483053.95,1490.04,719770862.27,72.16
4446,sorghum,-30,10,40,40.0,395987.3,51.81,20516464.29,0.0
4447,sorghum,-20,-40,50,50.0,484040.15,1491.4,721899606.61,73.8
4448,sorghum,10,0,-40,-40.0,27463.59,177.61,4877804.66,0.0
4449,sorghum,40,10,20,20.0,248161.65,115.4,28637126.51,0.0
4450,sorghum,-30,30,10,10.0,380707.38,12.81,4877804.66,0.0
4451,sorghum,-30,0,-40,-40.0,39579.88,123.24,4877804.66,0.0
4452,sorghum,30,50,30,30.0,0.0,4865424100.0,4865424.11,1.0
4453,sorghum,30,-10,40,40.0,0.0,4865424100.0,4865424.11,1.0
4454,sorghum,10,30,10,10.0,380793.88,12.81,4877804.66,0.0
4455,sorghum,-40,40,20,20.0,0.0,4865424100.0,4865424.11,1.0
4456,sorghum,40,0,-40,-40.0,17770.56,274.49,4877804.66,0.0
4457,sorghum,50,-20,-10,-10.0,550891.31,1355.31,746627103.52,78.19
4458,sorghum,-20,-40,-40,-40.0,465166.82,1497.56,696613764.22,58.54
4459,sorghum,50,-20,50,50.0,435705.17,1696.35,739106322.35,116.95
4460,sorghum,-40,50,-40,-40.0,0.0,761976997.5,761977.0,1.0
4461,sorghum,20,20,-20,-20.0,380887.0,12.81,4877804.66,0.0
4462,sorghum,0,50,50,50.0,0.0,761976997.5,761977.0,1.0
4463,sorghum,-40,30,20,20.0,0.0,4865424100.0,4865424.11,1.0
4464,sorghum,0,20,-30,-30.0,380861.62,12.81,4877804.66,0.0
4465,sorghum,40,30,-40,-40.0,0.0,4865424100.0,4865424.11,1.0
4466,sorghum,-10,-10,-20,-20.0,1380298.07,233.69,322558791.63,0.3
4467,sorghum,-30,0,10,10.0,39579.88,123.24,4877804.66,0.0
4468,sorghum,0,20,20,20.0,380861.62,12.81,4877804.66,0.0
4469,sorghum,-30,10,30,30.0,395987.35,51.81,20516467.28,0.0
4470,sorghum,-30,-10,-30,-30.0,25057.04,194.67,4877804.66,0.0
4471,sorghum,-40,0,30,30.0,42003.14,116.13,4877804.66,0.0
4472,sorghum,-20,0,0,0.0,36348.87,134.19,4877804.66,0.0
4473,sorghum,-10,-10,40,40.0,0.0,4865424100.0,4865424.11,1.0
4474,sorghum,-40,-10,-30,-30.0,26591.14,183.44,4877804.66,0.0
4475,sorghum,30,0,50,50.0,0.0,4865424100.0,4865424.11,1.0
4476,sorghum,-10,50,40,40.0,0.0,761976997.5,761977.0,1.0
4477,sorghum,-30,-20,40,40.0,0.0,4865424100.0,4865424.11,1.0
4478,sorghum,40,0,40,40.0,402148.98,1807.35,726824355.96,117.18
4479,sorghum,-40,20,-10,-10.0,0.0,4865424100.0,4865424.11,1.0
4480,sorghum,10,30,0,0.0,380793.88,12.81,4877804.66,0.0
4481,sorghum,-10,0,-10,-10.0,33117.86,147.29,4877804.66,0.0
4482,sorghum,20,-40,30,30.0,501128.51,1460.01,731652773.61,78.0
4483,sorghum,40,50,50,50.0,0.0,4865424100.0,4865424.11,1.0
4484,sorghum,0,0,50,50.0,469465.99,1546.69,726116677.05,82.64
4485,sorghum,40,30,50,50.0,0.0,4865424100.0,4865424.11,1.0
4486,sorghum,40,-30,40,40.0,6488.51,751.76,4877804.66,0.0
4487,sorghum,-30,10,10,10.0,395987.35,51.81,20516468.28,0.0
4488,sorghum,30,-30,50,50.0,481120.51,1532.75,737435645.32,91.33
4489,sorghum,-10,-10,50,50.0,0.0,4865424100.0,4865424.11,1.0
4490,sorghum,20,30,50,50.0,380815.5,12.81,4877804.66,0.0
4491,sorghum,50,20,50,50.0,0.0,4865424100.0,4865424.11,1.0
4492,sorghum,30,-20,40,40.0,463745.34,1581.85,733576464.95,93.67
4493,sorghum,30,-20,30,30.0,454874.57,1602.82,729083469.8,91.75
4494,sorghum,50,-10,40,40.0,405741.74,1804.75,732261923.73,125.06
4495,sorghum,10,10,0,0.0,406568.93,74.67,30357977.24,0.0
4496,sorghum,10,10,40,40.0,406569.12,74.67,30357972.77,0.0
4497,sorghum,10,-30,-20,-20.0,454954.55,1545.51,703136378.96,65.74
4498,sorghum,40,50,-40,-40.0,0.0,761976997.5,761977.0,1.0
4499,sorghum,0,30,-10,-10.0,380772.25,12.81,4877804.66,0.0
4500,sorghum,50,40,-30,-30.0,0.0,4865424100.0,4865424.11,1.0
4501,sorghum,0,-10,-30,-30.0,18920.62,257.8,4877804.66,0.0
4502,sorghum,-10,-20,30,30.0,489054.22,1478.23,722934839.82,73.31
4503,sorghum,-30,-40,-20,-20.0,458437.75,1526.49,699800210.26,62.32
4504,sorghum,0,40,10,10.0,380256.97,12.83,4877804.66,0.0
4505,sorghum,40,0,-20,-20.0,0.0,12319960000.0,12319956.64,2997.72
4506,sorghum,-30,10,-30,-30.0,395987.35,51.81,20516470.26,0.0
4507,sorghum,-40,40,-40,-40.0,0.0,4865424100.0,4865424.11,1.0
4508,sorghum,-20,-20,30,30.0,16834.55,289.75,4877804.66,0.0
